author,title,text
折口信夫,折口信夫/花の話,田の畔に躑躅の花を樹てるのも、此習慣からである。
チェーホフ,チェーホフ/決闘,どうして、あれは立派な婦人だよ。
島崎藤村,島崎藤村/新生,何かの深い微笑のように咲くあの椿の花の中には霜の来る前に早や開落したのさえある。
岡本綺堂,岡本綺堂/玉藻の前,その蒼白い顔を照らすように、大きい稲妻が壇の上を裂けて走った。
坂口安吾,坂口安吾/明治開化　安吾捕物 20 その十九　乞食男爵,ハマ子はさらに感心したらしく政子に見とれていたが、やがて念仏か呪文でも唱えるように、
小林多喜二,小林多喜二/一九二八年三月十五日,言論の自由は完全に奪はれてゐる、そこへ持つてきて、無理にねぢ込んで、御本尊――田中内閣の打倒運動をやらうとする、××がその当日になつて、中止々々で穂士を将棋倒しにするのは分り切つてゐるし、覚悟はしてゐたが、その前に或ひは（野×達のことだ！）総検束でもしないか、よくやりたがる手だ、さう思つてゐた、それが来たんだ、――瞬間さう鈴本は思つた。
岡本綺堂,岡本綺堂/青蛙神,李中行（頭をふる。
室生犀星,室生犀星/或る少女の死まで,「何か御用でしたか。
宮本百合子,宮本百合子/猿,ヨハネスまるで御馳走だね。
吉川英治,吉川英治/三国志　03　群星の巻　,朝廷から曹操へ、
吉川英治,吉川英治/三国志　08　望蜀の巻　,面目なげに、陳武が云った。
豊島与志雄,豊島与志雄/ジャン・クリストフ 05 第三巻　青年,靴から出てる小さな足先に手を押し当てた夕のことを、彼は思い出した。
森鴎外,森鴎外/即興詩人,否、衆人の期せし所の上に出でたり。
吉川英治,吉川英治/私本太平記/09　建武らくがき帖　,「ああ美味かった。
芥川龍之介,芥川龍之介/結婚難並びに恋愛難,第四号。
与謝野晶子,与謝野晶子/巴里より,今夜は橋の上を通る人に立留ることを許されない。
太宰治,太宰治/花燭,僕は、」青年は、立ったまま、きっぱり言った。
小林多喜二,小林多喜二/不在地主,健は始めてだった。
岡本綺堂,岡本綺堂/両国の秋,「焦れったい人だね。
ロラン,ロラン/ジャン・クリストフ 05 第三巻　青年,苦しんでる――たいへん苦しんだ――死んでる、ようだった。
水上滝太郎,水上滝太郎/貝殻追放 017 泉鏡花先生と里見※［＃「弓＋享」、第3水準1-84-22］さん,その境地迄行く事の出来ない者から見れば、屡々それが嘘に見える程、彼等と衆愚の間には距離がある。
ロラン,ロラン/ジャン・クリストフ 03 第一巻　曙,自分の名、そのりっぱな表題、その大きな帳面、自分の作品、今それを見ようとは！……彼はまだ口ごもっていた。
吉川英治,吉川英治/柳生月影抄　,衆怨集財
柳田国男,柳田国男/日本の伝説,（郷土研究二編）
野村胡堂,野村胡堂/錢形平次捕物控056　地獄から来た男,「だが、千之助が、何うしても取り戻すと言つたら？」
牧野信一,牧野信一/淡雪,そして彼は、新吉へアメリカから来る数々の船の写真帖を耽念に繰り展げた。
三好十郎,三好十郎/廃墟（一幕）,清水此処でも困っていられるんだから……。
徳田秋声,徳田秋声/仮装人物,かつて彼女は、庸三の家へ入りたてのころに、独りで帝国劇場へ女優劇か何かを見に行ったことがあった。
豊島与志雄,豊島与志雄/同感,朝は遅くまで、夕方は早くから、そして雨の日は殆んど終日、植込の下影や金魚池のほとりに、縞のはいった疣だらけの身体を、のっそりと据えている。
甲賀三郎,甲賀三郎/支倉事件,私は高輪署へ支倉の放火事件の事を調べに行って偶然にそう云う身許不明の溺死体があった事を聞き込んだのですが、妙な事には、私の為に自ら進んで諜者になって例の浅田と云う写真師の所へ住み込んだ岸本と云う青年が同じような事を聞き出したのです」
寺田寅彦,寺田寅彦/ベルリン大学,小国の学者になるものではないという気がしたのはあの時であった。
三好十郎,三好十郎/ぼたもち,俺あ、これからの俺たち自身のことを言つてんだ。
幸田露伴,幸田露伴/運命,江｜乃ち兵を率いて※沱を渡り、旗幟を張り、火炬を挙げ、大に軍容を壮にして安と戦う。
島崎藤村,島崎藤村/夜明け前 01 第一部上,」
長谷川時雨,長谷川時雨/九条武子,と、室内部長とか、執行部長とか、本願寺内閣の要職にある人々が、鏡如様（光瑞師）の御意見を、伺い出ますと、
長塚節,長塚節/土,それが迅速な火の力の瞬間の活動であつた。
林芙美子,林芙美子/晩菊,そンな風評を人がしてるからなのよ」「さア、そンな無理なことはいまの日本ぢや出来ないだらうね。
カフカ,カフカ/断食芸人,つまり、彼だけが、ほかの事情に明るい人も一人としてこのことを知らないのだが、断食がどんなにやさしいか、ということを知っていた。
牧野信一,牧野信一/ファティアの花鬘,」
種田山頭火,種田山頭火/旅日記,波音、夕焼、旅情切ないものがあつた。
海野十三,海野十三/虫喰ひ算大会,――――――
宮本百合子,宮本百合子/獄中への手紙 07 一九四〇年（昭和十五年）,森長さんへ二度目の分ほどいるでしょうか。
三好十郎,三好十郎/捨吉,ただ一つ
佐々木味津三,佐々木味津三/右門捕物帖 38 やまがら美人影絵,女に剣術使いはあるめえと思い込んでかかったのが目ちげえさ。
中里介山,中里介山/大菩薩峠 31 勿来の巻,と与八が咽び上って、悄々と道場の真中へ戻って来たが、また飛び上って廊下伝いに、今度は母屋へ向けて一目散に走りました。
織田作之助,織田作之助/夜光虫,いわば、雪子を拾った夜から青蛇団の一党を自首させた夜までのまる一昼夜くらい、充実した時間は、かつて小沢を訪れなかった――と言えよう。
宮沢賢治,宮沢賢治/かしわばやしの夜,「ホウ、ホウ。
岡本綺堂,岡本綺堂/明治演劇年表,三名優みな亡びて、歌舞伎の劇界暗澹。
海野十三,海野十三/火星兵団,博士は叱りつけるように言った。
若山牧水,若山牧水/水郷めぐり,二階からはそれこそ眼の届く限り青みを帯びた水と草との連りで、その上をほのかに暮近い雨が閉してゐる。
与謝野晶子,与謝野晶子/巴里より,十二時に迎への馬車が来た。
泉鏡花,泉鏡花/陽炎座,「ああ……聞いても惜い……何のために、髪までそんなに美しく世の中へ生れて来たんだ。
小酒井不木,小酒井不木/人工心臓,最初は凡そ十グラムほど咯血しましたので、直ちにベッドの上に横わり、内科に勤務して居る友人を呼んで診て貰いますと、とりあえず止血剤を注射し、絶対安静せよと忠告をしてくれましたから、私は仰向きになってじっとして居りました。
岸田国士,岸田国士/運を主義にまかす男,云はれなくてもさうするより外はないが、あゝいふ人間を作つたのも、かういふ人間を生んだのも、これ、もともと人間の罪だ。
北大路魯山人,北大路魯山人/素人製陶本窯を築くべからず ――製陶上についてかつて前山久吉さんを激怒せしめた私のあやまち――,しからば少量の優品を作り出して優雅逸楽に耽らんとするには、その作品は誰が作るのであるかに問題の重点をおき、これが注意の的とならざるを得ないではないか。
林芙美子,林芙美子/崩浪亭主人,あのひと、変なひとだわ……年下の好きなひとがあつたンですつて、急に何とも云はないで、横須賀へ行つちやつたンだつて……そのひとゝは一緒にゐないンだつて……でもね、宮内さん、お父さんの話は気が変つたのよ。
ロラン,ロラン/ジャン・クリストフ 04 第二巻　朝,クリストフは彼をひどく突つきまわし、その機に乗じて、胸にあることをすっかり言ってやった。
横光利一,横光利一/旅愁,矢代は荷物を下げ、フィルムを持った青年に守られてプラットへ降りて行きながらも、前の円顔の青年の顔が見えると少し気の毒な気がして来た。
岡本綺堂,岡本綺堂/箕輪心中,かねて彼女をおびやかしていた悪夢がいよいよ現実となったのを知った時に、お時は正体もなく泣きくずれた。
吉川英治,吉川英治/私本太平記/03　みなかみ帖　,その人は」
折口信夫,折口信夫/若水の話,殊に空を自在に飛行する事から、前身の非凡さを考へ出す。
伊藤左千夫,伊藤左千夫/隣の嫁,「満蔵」
宮本百合子,宮本百合子/獄中への手紙 07 一九四〇年（昭和十五年）,ロマンティシズムの問題、そうだったの？この頃のような生活の周囲の空気だと、私は正しい沈着且つリアルな「見透し」そのものが、とりも直さず人間精神の美をなすものであって、その美の自覚された美感というものが、どんなに大切なものかということを深く考えます、バックの所謂自覚された正直さという表現のもっと成長したものとして。
